"Job_Role","Company","Location","Job Type","Salary","Experience Required","Date","Job Portal","Education Requirement","Skills","Remote/Onsite","Company Size"
"Business Analyst","Accenture","Pune","Internship","1000000.0","0-2 years","2025-01-19","LinkedIn","M.Tech","UI/UX, Java, SQL","Remote","Small (1-50)"
"Marketing Executive","HCL","Mumbai","Full-time","2000000.0","0-2 years","2024-12-30","Naukri.com","MBA","UI/UX, C++, Java","Hybrid","Large (500+)"
"Software Engineer","Accenture","Jaipur","Internship","1000000.0","10+ years","2024-12-26","LinkedIn","M.Tech","Python, Java, SQL","Onsite","Small (1-50)"
"Sales Representative","Microsoft","Jaipur","Internship","650000.0","10+ years","2025-01-15","Indeed","MBA","Python, AWS, SQL","Onsite","Medium (51-500)"
"Financial Analyst","Amazon","Chennai","Full-time","2000000.0","10+ years","2025-01-16","Indeed","B.Sc","AWS, C++, UI/UX","Onsite","Small (1-50)"
"Marketing Executive","IBM","Delhi","Part-time","1600000.0","10+ years","2024-12-25","Indeed","B.Tech","Digital Marketing, Java, Python","Remote","Large (500+)"
"Cyber Security Analyst","HCL","Ahmedabad","Part-time","650000.0","5-10 years","2025-01-22","LinkedIn","M.Tech","SQL, Python, AWS","Hybrid","Medium (51-500)"
"Marketing Executive","Google","Chennai","Part-time","400000.0","2-5 years","2025-01-06","Naukri.com","PhD","Machine Learning, SQL, Digital Marketing","Hybrid","Large (500+)"
"HR Manager","IBM","Chennai","Full-time","1600000.0","5-10 years","2025-01-22","Naukri.com","PhD","React, Excel, SQL","Remote","Small (1-50)"
"Graphic Designer","Microsoft","Kolkata","Full-time","1000000.0","10+ years","2025-01-18","Naukri.com","B.Sc","SQL, UI/UX, Excel","Remote","Large (500+)"
"Data Scientist","HCL","Mumbai","Full-time","1600000.0","2-5 years","2025-01-07","Naukri.com","B.Sc","SQL, Machine Learning, AWS","Onsite","Large (500+)"
"Graphic Designer","TCS","Bangalore","Full-time","1600000.0","0-2 years","2025-01-07","Indeed","PhD","Machine Learning, React, SQL","Onsite","Medium (51-500)"
"HR Manager","TCS","Chennai","Contract","2000000.0","10+ years","2025-01-03","LinkedIn","MBA","Machine Learning, Excel, Digital Marketing","Hybrid","Large (500+)"
"Product Manager","Amazon","Jaipur","Full-time","2000000.0","5-10 years","2025-01-07","Indeed","B.Tech","React, Excel, AWS","Hybrid","Large (500+)"
"Marketing Executive","Deloitte","Mumbai","Part-time","650000.0","10+ years","2025-01-07","Indeed","B.Sc","SQL, UI/UX, AWS","Onsite","Medium (51-500)"
"Product Manager","HCL","Ahmedabad","Full-time","400000.0","10+ years","2024-12-25","LinkedIn","M.Tech","Java, React, Excel","Onsite","Small (1-50)"
"Marketing Executive","Accenture","Mumbai","Contract","650000.0","5-10 years","2024-12-28","Indeed","MBA","React, UI/UX, Machine Learning","Onsite","Large (500+)"
"Business Analyst","Infosys","Bangalore","Part-time","1600000.0","2-5 years","2025-01-22","Indeed","M.Tech","UI/UX, AWS, React","Remote","Large (500+)"
"Business Analyst","Deloitte","Ahmedabad","Part-time","650000.0","10+ years","2024-12-28","Indeed","B.Tech","Python, React, Digital Marketing","Onsite","Large (500+)"
"Cyber Security Analyst","Amazon","Hyderabad","Contract","1600000.0","10+ years","2025-01-13","Naukri.com","B.Tech","AWS, React, Digital Marketing","Remote","Medium (51-500)"
"Business Analyst","Microsoft","Bangalore","Part-time","2000000.0","2-5 years","2025-01-06","LinkedIn","PhD","Excel, Machine Learning, Java","Onsite","Small (1-50)"
"Software Engineer","TCS","Ahmedabad","Full-time","650000.0","10+ years","2024-12-31","Indeed","MBA","Excel, Java, Digital Marketing","Hybrid","Large (500+)"
"Product Manager","Amazon","Pune","Part-time","2000000.0","2-5 years","2025-01-06","Indeed","MBA","UI/UX, Java, SQL","Remote","Medium (51-500)"
"Cyber Security Analyst","Accenture","Hyderabad","Internship","1600000.0","0-2 years","2025-01-02","Indeed","B.Sc","C++, Java, Digital Marketing","Hybrid","Large (500+)"
"Business Analyst","IBM","Hyderabad","Internship","650000.0","0-2 years","2025-01-11","Indeed","MBA","AWS, Java, Machine Learning","Hybrid","Medium (51-500)"
"Software Engineer","Accenture","Kolkata","Full-time","1000000.0","10+ years","2025-01-22","Naukri.com","MBA","React, Java, Python","Remote","Small (1-50)"
"HR Manager","Infosys","Jaipur","Full-time","1000000.0","2-5 years","2025-01-20","Naukri.com","PhD","Excel, Machine Learning, Digital Marketing","Onsite","Large (500+)"
"Business Analyst","TCS","Mumbai","Part-time","400000.0","10+ years","2025-01-09","Naukri.com","M.Tech","Machine Learning, Digital Marketing, React","Hybrid","Large (500+)"
"Product Manager","Wipro","Hyderabad","Internship","400000.0","10+ years","2025-01-09","Indeed","B.Sc","React, Machine Learning, Java","Remote","Large (500+)"
"Financial Analyst","IBM","Kolkata","Full-time","400000.0","5-10 years","2025-01-13","Naukri.com","B.Tech","Machine Learning, C++, AWS","Remote","Small (1-50)"
"Cyber Security Analyst","Wipro","Hyderabad","Contract","1000000.0","5-10 years","2025-01-20","Indeed","MBA","Java, AWS, Excel","Hybrid","Large (500+)"
"Sales Representative","Wipro","Jaipur","Internship","1000000.0","10+ years","2025-01-09","Indeed","M.Tech","SQL, UI/UX, Digital Marketing","Remote","Large (500+)"
"Graphic Designer","HCL","Kolkata","Internship","650000.0","10+ years","2025-01-06","Naukri.com","B.Tech","C++, SQL, React","Remote","Large (500+)"
"Cyber Security Analyst","Google","Hyderabad","Full-time","650000.0","10+ years","2024-12-25","Indeed","PhD","UI/UX, Python, Machine Learning","Onsite","Large (500+)"
"Business Analyst","IBM","Bangalore","Internship","1600000.0","10+ years","2025-01-08","LinkedIn","M.Tech","C++, AWS, UI/UX","Onsite","Medium (51-500)"
"Product Manager","IBM","Delhi","Internship","2000000.0","0-2 years","2024-12-31","Indeed","MBA","Java, UI/UX, Digital Marketing","Hybrid","Large (500+)"
"Sales Representative","Accenture","Kolkata","Internship","650000.0","10+ years","2025-01-08","Naukri.com","PhD","C++, Digital Marketing, AWS","Hybrid","Small (1-50)"
"Marketing Executive","Deloitte","Kolkata","Full-time","2000000.0","10+ years","2025-01-17","Indeed","PhD","Digital Marketing, Java, AWS","Remote","Medium (51-500)"
"Data Scientist","Deloitte","Mumbai","Contract","400000.0","2-5 years","2025-01-21","Indeed","B.Sc","Excel, UI/UX, Machine Learning","Hybrid","Large (500+)"
"Software Engineer","Infosys","Bangalore","Full-time","2000000.0","0-2 years","2025-01-03","LinkedIn","M.Tech","Excel, React, C++","Onsite","Small (1-50)"
"Business Analyst","Amazon","Jaipur","Internship","650000.0","2-5 years","2024-12-31","Indeed","M.Tech","Machine Learning, Python, Java","Hybrid","Medium (51-500)"
"Software Engineer","HCL","Pune","Full-time","1600000.0","0-2 years","2024-12-29","Naukri.com","B.Tech","UI/UX, React, AWS","Onsite","Medium (51-500)"
"Data Scientist","TCS","Jaipur","Part-time","400000.0","2-5 years","2025-01-05","Naukri.com","B.Tech","C++, UI/UX, Java","Hybrid","Small (1-50)"
"Software Engineer","Infosys","Hyderabad","Full-time","1000000.0","0-2 years","2025-01-12","Indeed","M.Tech","Python, Machine Learning, C++","Remote","Small (1-50)"
"Data Scientist","Accenture","Jaipur","Full-time","650000.0","0-2 years","2025-01-07","Indeed","M.Tech","SQL, C++, AWS","Remote","Medium (51-500)"
"Marketing Executive","Deloitte","Bangalore","Part-time","1600000.0","2-5 years","2025-01-15","Naukri.com","B.Sc","React, Python, Machine Learning","Hybrid","Small (1-50)"
"Graphic Designer","IBM","Mumbai","Part-time","1000000.0","2-5 years","2025-01-20","Naukri.com","M.Tech","C++, Machine Learning, AWS","Onsite","Medium (51-500)"
"Product Manager","Microsoft","Chennai","Full-time","1000000.0","10+ years","2025-01-17","Indeed","MBA","Excel, SQL, Digital Marketing","Remote","Large (500+)"
"HR Manager","Infosys","Delhi","Part-time","400000.0","0-2 years","2025-01-09","LinkedIn","B.Sc","AWS, Python, Java","Hybrid","Large (500+)"
"Sales Representative","Wipro","Delhi","Internship","1600000.0","10+ years","2025-01-21","Indeed","PhD","Python, React, Java","Remote","Medium (51-500)"
"Product Manager","IBM","Noida","Full-time","400000.0","10+ years","2025-01-10","Naukri.com","MBA","Excel, Machine Learning, Java","Remote","Small (1-50)"
"Cyber Security Analyst","HCL","Hyderabad","Contract","2000000.0","10+ years","2025-01-14","Indeed","M.Tech","AWS, React, Excel","Remote","Large (500+)"
"Software Engineer","Infosys","Kolkata","Part-time","2000000.0","5-10 years","2025-01-04","Indeed","MBA","Digital Marketing, Excel, Machine Learning","Hybrid","Large (500+)"
"Data Scientist","Amazon","Mumbai","Part-time","1600000.0","10+ years","2025-01-05","LinkedIn","B.Tech","React, Excel, Machine Learning","Remote","Small (1-50)"
"HR Manager","Microsoft","Hyderabad","Contract","400000.0","5-10 years","2024-12-29","LinkedIn","B.Sc","Excel, React, Java","Remote","Large (500+)"
"Product Manager","Accenture","Noida","Contract","1600000.0","0-2 years","2024-12-31","Indeed","B.Sc","AWS, SQL, UI/UX","Hybrid","Medium (51-500)"
"Software Engineer","Google","Mumbai","Part-time","400000.0","0-2 years","2024-12-23","Naukri.com","MBA","Python, Digital Marketing, UI/UX","Remote","Medium (51-500)"
"HR Manager","Microsoft","Mumbai","Contract","1600000.0","0-2 years","2025-01-14","LinkedIn","B.Sc","React, C++, Java","Onsite","Large (500+)"
"Cyber Security Analyst","Infosys","Hyderabad","Contract","1600000.0","10+ years","2025-01-19","LinkedIn","MBA","React, SQL, Digital Marketing","Onsite","Medium (51-500)"
"Product Manager","Accenture","Bangalore","Full-time","1000000.0","2-5 years","2025-01-18","Indeed","PhD","SQL, AWS, UI/UX","Hybrid","Medium (51-500)"
"Software Engineer","IBM","Mumbai","Part-time","650000.0","0-2 years","2025-01-01","Naukri.com","B.Sc","AWS, UI/UX, Excel","Onsite","Large (500+)"
"Graphic Designer","Microsoft","Ahmedabad","Full-time","650000.0","0-2 years","2024-12-28","Indeed","B.Tech","Python, Java, Machine Learning","Hybrid","Medium (51-500)"
"Sales Representative","Deloitte","Kolkata","Part-time","2000000.0","5-10 years","2025-01-22","Naukri.com","B.Sc","Python, C++, AWS","Onsite","Small (1-50)"
"Cyber Security Analyst","IBM","Bangalore","Internship","1600000.0","10+ years","2024-12-26","LinkedIn","MBA","Machine Learning, Java, AWS","Remote","Medium (51-500)"
"Cyber Security Analyst","Microsoft","Chennai","Full-time","400000.0","10+ years","2025-01-21","Naukri.com","MBA","SQL, AWS, Python","Hybrid","Large (500+)"
"Cyber Security Analyst","Microsoft","Chennai","Part-time","1600000.0","0-2 years","2025-01-19","Indeed","PhD","Python, Machine Learning, Java","Onsite","Medium (51-500)"
"Software Engineer","Google","Ahmedabad","Full-time","650000.0","2-5 years","2025-01-12","Naukri.com","MBA","SQL, Machine Learning, Python","Hybrid","Large (500+)"
"Marketing Executive","Accenture","Ahmedabad","Part-time","1600000.0","2-5 years","2025-01-13","Indeed","B.Sc","Excel, AWS, Python","Hybrid","Large (500+)"
"Business Analyst","Wipro","Kolkata","Contract","1000000.0","2-5 years","2024-12-24","Indeed","M.Tech","Java, React, Machine Learning","Hybrid","Medium (51-500)"
"Financial Analyst","TCS","Ahmedabad","Part-time","1600000.0","10+ years","2024-12-29","Indeed","B.Sc","C++, UI/UX, Python","Remote","Small (1-50)"
"Marketing Executive","IBM","Bangalore","Internship","1600000.0","5-10 years","2025-01-16","Indeed","M.Tech","Java, Excel, UI/UX","Remote","Small (1-50)"
"Product Manager","Google","Ahmedabad","Full-time","2000000.0","10+ years","2025-01-21","Indeed","B.Tech","Python, Machine Learning, Java","Onsite","Medium (51-500)"
"Data Scientist","Infosys","Jaipur","Full-time","1600000.0","2-5 years","2025-01-21","LinkedIn","M.Tech","Digital Marketing, Excel, Machine Learning","Remote","Small (1-50)"
"Software Engineer","Infosys","Delhi","Internship","400000.0","0-2 years","2025-01-12","Indeed","M.Tech","Machine Learning, Digital Marketing, C++","Remote","Small (1-50)"
"Software Engineer","Wipro","Bangalore","Internship","650000.0","5-10 years","2025-01-19","Indeed","M.Tech","Java, SQL, Python","Remote","Medium (51-500)"
"Financial Analyst","Amazon","Pune","Contract","650000.0","10+ years","2025-01-03","Naukri.com","MBA","SQL, Digital Marketing, React","Onsite","Small (1-50)"
"Marketing Executive","Deloitte","Chennai","Part-time","2000000.0","0-2 years","2024-12-31","LinkedIn","PhD","UI/UX, C++, AWS","Hybrid","Large (500+)"
"Product Manager","Microsoft","Noida","Part-time","2000000.0","10+ years","2025-01-19","Naukri.com","M.Tech","UI/UX, React, Machine Learning","Hybrid","Large (500+)"
"Graphic Designer","Google","Delhi","Full-time","400000.0","10+ years","2025-01-20","Indeed","B.Tech","AWS, React, Java","Hybrid","Medium (51-500)"
"Data Scientist","Accenture","Hyderabad","Internship","1600000.0","5-10 years","2025-01-21","Indeed","PhD","Excel, Machine Learning, React","Hybrid","Small (1-50)"
"HR Manager","Accenture","Noida","Full-time","1000000.0","0-2 years","2025-01-13","LinkedIn","M.Tech","Java, Python, Machine Learning","Remote","Small (1-50)"
"Financial Analyst","Amazon","Chennai","Contract","2000000.0","5-10 years","2025-01-07","Indeed","PhD","Digital Marketing, Python, UI/UX","Onsite","Medium (51-500)"
"Financial Analyst","IBM","Bangalore","Full-time","1600000.0","5-10 years","2025-01-07","LinkedIn","B.Sc","Java, React, Machine Learning","Remote","Small (1-50)"
"Software Engineer","Microsoft","Noida","Contract","1600000.0","0-2 years","2025-01-04","Indeed","PhD","Machine Learning, UI/UX, Digital Marketing","Remote","Large (500+)"
"Sales Representative","Wipro","Hyderabad","Full-time","650000.0","2-5 years","2025-01-16","Naukri.com","MBA","Excel, React, SQL","Remote","Medium (51-500)"
"Product Manager","HCL","Jaipur","Contract","400000.0","10+ years","2025-01-17","Naukri.com","MBA","Machine Learning, Digital Marketing, SQL","Onsite","Small (1-50)"
"Cyber Security Analyst","Infosys","Jaipur","Part-time","2000000.0","10+ years","2024-12-25","Naukri.com","MBA","React, Excel, Machine Learning","Remote","Small (1-50)"
"Marketing Executive","IBM","Kolkata","Part-time","2000000.0","5-10 years","2025-01-07","Naukri.com","B.Sc","Digital Marketing, Excel, Java","Onsite","Medium (51-500)"
"Product Manager","IBM","Jaipur","Part-time","650000.0","2-5 years","2025-01-13","Naukri.com","B.Tech","Excel, Java, SQL","Onsite","Small (1-50)"
"Business Analyst","Deloitte","Chennai","Internship","2000000.0","0-2 years","2025-01-02","LinkedIn","M.Tech","Java, AWS, SQL","Remote","Medium (51-500)"
"Sales Representative","Amazon","Kolkata","Internship","400000.0","5-10 years","2025-01-10","Indeed","PhD","Python, Java, C++","Remote","Large (500+)"
"Product Manager","Google","Mumbai","Internship","400000.0","5-10 years","2025-01-20","Naukri.com","M.Tech","UI/UX, Python, React","Remote","Medium (51-500)"
"Business Analyst","Infosys","Pune","Contract","1000000.0","5-10 years","2024-12-24","LinkedIn","B.Sc","Python, Excel, Java","Remote","Medium (51-500)"
"Graphic Designer","TCS","Kolkata","Contract","650000.0","5-10 years","2024-12-24","Indeed","M.Tech","AWS, Machine Learning, Digital Marketing","Remote","Large (500+)"
"Data Scientist","HCL","Mumbai","Contract","1000000.0","5-10 years","2024-12-27","Naukri.com","B.Sc","Machine Learning, C++, Java","Remote","Large (500+)"
"HR Manager","HCL","Jaipur","Part-time","1600000.0","2-5 years","2025-01-22","LinkedIn","B.Tech","Java, AWS, Python","Onsite","Medium (51-500)"
"Data Scientist","HCL","Pune","Contract","650000.0","5-10 years","2024-12-28","LinkedIn","PhD","AWS, Digital Marketing, Machine Learning","Hybrid","Small (1-50)"
"Marketing Executive","Wipro","Noida","Internship","2000000.0","2-5 years","2025-01-04","LinkedIn","B.Tech","Java, C++, SQL","Onsite","Small (1-50)"
"Software Engineer","TCS","Delhi","Full-time","650000.0","0-2 years","2025-01-06","LinkedIn","PhD","UI/UX, AWS, SQL","Hybrid","Medium (51-500)"
"Data Scientist","Google","Ahmedabad","Part-time","1000000.0","2-5 years","2025-01-18","Indeed","MBA","Excel, SQL, Digital Marketing","Hybrid","Medium (51-500)"
"Data Scientist","Infosys","Jaipur","Contract","1600000.0","5-10 years","2025-01-14","Naukri.com","B.Sc","C++, AWS, Excel","Hybrid","Small (1-50)"
"Financial Analyst","HCL","Chennai","Part-time","1600000.0","2-5 years","2025-01-08","LinkedIn","M.Tech","React, Python, Digital Marketing","Hybrid","Large (500+)"
"Software Engineer","Wipro","Jaipur","Full-time","2000000.0","2-5 years","2025-01-15","LinkedIn","B.Sc","AWS, React, C++","Remote","Large (500+)"
"Financial Analyst","Deloitte","Hyderabad","Contract","650000.0","10+ years","2025-01-12","Indeed","PhD","SQL, Machine Learning, UI/UX","Remote","Small (1-50)"
"Product Manager","Microsoft","Kolkata","Contract","400000.0","10+ years","2024-12-25","Naukri.com","MBA","UI/UX, Digital Marketing, Excel","Onsite","Small (1-50)"
"Sales Representative","Wipro","Ahmedabad","Contract","400000.0","5-10 years","2025-01-01","LinkedIn","PhD","Python, C++, UI/UX","Remote","Large (500+)"
"Product Manager","Deloitte","Jaipur","Contract","650000.0","5-10 years","2024-12-24","LinkedIn","M.Tech","Machine Learning, Java, Excel","Onsite","Large (500+)"
"Cyber Security Analyst","IBM","Hyderabad","Internship","1000000.0","0-2 years","2025-01-12","Naukri.com","B.Sc","Java, React, Digital Marketing","Onsite","Medium (51-500)"
"Business Analyst","Deloitte","Delhi","Part-time","1600000.0","10+ years","2025-01-18","LinkedIn","PhD","Machine Learning, AWS, Excel","Remote","Small (1-50)"
"Software Engineer","Google","Chennai","Contract","1600000.0","5-10 years","2025-01-04","Indeed","B.Sc","UI/UX, AWS, C++","Onsite","Small (1-50)"
"Financial Analyst","Microsoft","Delhi","Internship","2000000.0","0-2 years","2025-01-14","Indeed","B.Tech","Excel, C++, React","Hybrid","Large (500+)"
"Graphic Designer","Amazon","Pune","Internship","2000000.0","2-5 years","2024-12-31","Naukri.com","M.Tech","React, UI/UX, Excel","Hybrid","Medium (51-500)"
"Graphic Designer","Amazon","Bangalore","Part-time","400000.0","2-5 years","2025-01-03","Indeed","B.Tech","Excel, Java, Machine Learning","Remote","Large (500+)"
"Graphic Designer","Google","Noida","Contract","400000.0","0-2 years","2024-12-29","Indeed","M.Tech","Python, React, Digital Marketing","Hybrid","Medium (51-500)"
